,Training Acc,Training Loss,Validation Acc,Validation Loss,0
0,0.9514683485031128,0.9682477712631226,0.1323182998793182,0.0904504582285881,
1,0.9803453683853149,0.9811838269233704,0.06527714779342467,0.006677121855318546,
2,0.9866898059844971,0.992747962474823,0.05491040779336377,0.0005184200708754361,
3,0.9885865449905396,0.983535885810852,0.04401851710843914,0.08310297876596451,
